Timestamp,MQ5A0,MQ5D0,MQ135A0,MQ135D0,DHT11_T,DHT11_H,Outcome
12/30/1899 11:44:14,468,1,49,1,32,57,0
12/30/1899 11:44:19,467,1,49,1,32,57,0
12/30/1899 11:44:24,467,1,49,1,32,57,0
12/30/1899 11:44:29,467,1,49,1,32,57,0
12/30/1899 11:44:34,467,1,49,1,32,57,0
12/30/1899 11:44:39,467,1,49,1,32,57,0
12/30/1899 11:44:44,466,1,49,1,32,57,0
12/30/1899 11:44:49,467,1,49,1,32,57,0
12/30/1899 11:44:54,466,1,49,1,32,57,0
12/30/1899 11:44:59,466,1,49,1,32,57,0
12/30/1899 11:45:04,466,1,49,1,32,57,0
12/30/1899 11:45:09,466,1,49,1,32,57,0
12/30/1899 11:45:14,466,1,49,1,32,57,0
12/30/1899 11:45:19,465,1,49,1,32,57,0
12/30/1899 11:45:24,466,1,49,1,32,57,0
12/30/1899 11:45:29,467,1,49,1,32,57,0
12/30/1899 11:45:34,467,1,49,1,32,57,0
12/30/1899 11:45:39,467,1,49,1,32,57,0
12/30/1899 11:45:44,467,1,49,1,32,57,0
12/30/1899 11:45:49,468,1,49,1,32,57,0
12/30/1899 11:45:54,468,1,49,1,32,57,0
12/30/1899 11:45:59,468,1,49,1,32,57,0
12/30/1899 11:46:04,469,1,49,1,32,57,0
12/30/1899 11:46:09,468,1,49,1,32,57,0
12/30/1899 11:46:14,468,1,49,1,32,57,0
12/30/1899 11:46:19,469,1,49,1,32,57,0
12/30/1899 11:46:24,470,1,49,1,32,57,0
12/30/1899 11:46:29,470,1,49,1,32,57,0
12/30/1899 11:46:34,471,1,49,1,32,57,0
12/30/1899 11:46:39,471,1,49,1,32,57,0
12/30/1899 11:46:44,472,1,49,1,32,57,0
12/30/1899 11:46:49,472,1,49,1,32,57,0
12/30/1899 11:46:54,471,1,49,1,32,57,0
12/30/1899 11:46:59,469,1,49,1,33,57,0
12/30/1899 11:47:04,468,1,48,1,33,57,0
12/30/1899 11:47:09,468,1,48,1,33,57,0
12/30/1899 11:47:14,464,1,48,1,33,57,0
12/30/1899 11:47:19,460,1,48,1,33,57,0
12/30/1899 11:47:24,456,1,48,1,33,57,0
12/30/1899 11:47:29,451,1,48,1,33,57,0
12/30/1899 11:47:34,438,1,48,1,33,57,0
12/30/1899 11:47:39,432,1,48,1,33,57,0
12/30/1899 11:47:44,431,1,48,1,33,57,0
12/30/1899 11:47:49,436,1,48,1,33,57,0
12/30/1899 11:47:54,430,1,48,1,33,57,0
12/30/1899 11:47:59,439,1,48,1,33,57,0
12/30/1899 11:48:04,441,1,48,1,33,57,0
12/30/1899 11:48:09,441,1,48,1,33,57,0
12/30/1899 11:48:14,448,1,48,1,33,57,0
12/30/1899 11:48:19,452,1,48,1,33,57,0
12/30/1899 11:48:24,457,1,48,1,33,57,0
12/30/1899 11:48:29,459,1,48,1,33,57,0
12/30/1899 11:48:34,459,1,48,1,33,57,0
12/30/1899 11:48:39,459,1,48,1,33,57,0
12/30/1899 11:48:44,459,1,48,1,33,57,0
12/30/1899 11:48:49,460,1,48,1,33,57,0
12/30/1899 11:48:54,462,1,48,1,33,57,0
12/30/1899 11:48:59,462,1,48,1,33,57,0
12/30/1899 11:49:04,462,1,48,1,33,57,0
12/30/1899 11:49:09,462,1,48,1,33,57,0
12/30/1899 11:49:14,463,1,48,1,33,57,0
12/30/1899 11:49:19,461,1,48,1,33,57,0
12/30/1899 11:49:24,461,1,48,1,33,57,0
12/30/1899 11:49:29,461,1,48,1,33,57,0
12/30/1899 11:49:34,461,1,48,1,33,57,0
12/30/1899 11:49:39,462,1,48,1,33,57,0
12/30/1899 11:49:44,463,1,48,1,33,57,0
12/30/1899 11:49:49,464,1,48,1,33,57,0
12/30/1899 11:49:54,464,1,48,1,33,57,0
12/30/1899 11:49:59,464,1,48,1,33,57,0
12/30/1899 11:50:04,463,1,48,1,33,57,0
12/30/1899 11:50:09,463,1,48,1,33,57,0
12/30/1899 11:50:14,463,1,48,1,33,57,0
12/30/1899 11:50:19,463,1,48,1,33,57,0
12/30/1899 11:50:24,463,1,48,1,33,57,0
12/30/1899 11:50:29,463,1,48,1,33,57,0
12/30/1899 11:53:07,463,1,48,1,33,57,0
12/30/1899 11:53:12,464,1,48,1,33,57,0
12/30/1899 11:53:17,464,1,48,1,33,57,0
12/30/1899 11:53:22,464,1,48,1,33,57,0
12/30/1899 11:53:27,464,1,48,1,33,57,0
12/30/1899 11:53:32,464,1,48,1,33,57,0
12/30/1899 11:53:37,462,1,48,1,33,57,0
12/30/1899 11:53:42,464,1,48,1,33,57,0
12/30/1899 11:53:47,465,1,48,1,33,57,0
12/30/1899 11:53:52,464,1,48,1,33,57,0
12/30/1899 11:53:57,464,1,48,1,33,57,0
12/30/1899 11:54:02,464,1,48,1,33,57,0
12/30/1899 11:54:07,463,1,48,1,33,57,0
12/30/1899 11:54:12,461,1,48,1,33,57,0
12/30/1899 11:54:17,462,1,48,1,33,57,0
12/30/1899 11:54:22,462,1,48,1,33,57,0
12/30/1899 11:54:27,462,1,48,1,33,57,0
12/30/1899 11:54:32,462,1,48,1,33,57,0
12/30/1899 11:54:37,463,1,48,1,33,57,0
12/30/1899 11:54:42,463,1,48,1,33,57,0
12/30/1899 11:54:47,463,1,48,1,33,57,0
12/30/1899 11:54:52,463,1,48,1,33,57,0
12/30/1899 11:54:57,464,1,48,1,33,57,0
12/30/1899 11:55:02,464,1,48,1,33,57,0
12/30/1899 11:55:07,464,1,48,1,33,57,0
12/30/1899 11:55:12,465,1,48,1,33,57,0
12/30/1899 11:55:17,464,1,48,1,33,57,0
12/30/1899 11:55:22,464,1,48,1,33,57,0
12/30/1899 11:55:27,464,1,48,1,33,57,0
12/30/1899 11:55:32,463,1,48,1,33,57,0
12/30/1899 11:55:37,462,1,48,1,33,57,0
12/30/1899 11:55:42,461,1,48,1,33,57,0
12/30/1899 11:55:47,460,1,49,1,33,57,0
12/30/1899 11:55:52,460,1,48,1,33,57,0
12/30/1899 11:55:57,458,1,48,1,33,57,0
12/30/1899 11:56:02,458,1,48,1,33,57,0
12/30/1899 11:56:07,454,1,48,1,33,57,0
12/30/1899 11:56:12,443,1,48,1,33,57,0
12/30/1899 11:56:17,428,1,48,1,33,57,0
12/30/1899 11:56:22,429,1,48,1,33,57,0
12/30/1899 11:56:27,430,1,48,1,33,57,0
12/30/1899 11:56:32,428,1,48,1,32,57,0
12/30/1899 11:56:37,412,1,48,1,32,57,0
12/30/1899 11:56:42,407,1,48,1,32,57,0
12/30/1899 11:56:47,418,1,48,1,32,57,0
12/30/1899 11:56:52,425,1,48,1,32,57,0
12/30/1899 11:56:57,423,1,48,1,32,57,0
12/30/1899 11:57:02,430,1,48,1,32,57,0
12/30/1899 11:57:07,437,1,48,1,32,57,0
12/30/1899 11:57:12,444,1,48,1,32,57,0
12/30/1899 11:57:17,449,1,48,1,32,57,0
12/30/1899 11:57:22,453,1,48,1,32,57,0
12/30/1899 11:57:27,455,1,47,1,32,57,0
12/30/1899 11:57:32,458,1,47,1,32,57,0
12/30/1899 11:57:37,459,1,47,1,32,57,0
12/30/1899 11:57:42,460,1,48,1,32,57,0
12/30/1899 11:57:47,469,1,48,1,32,57,0
12/30/1899 11:57:52,470,1,47,1,32,57,0
12/30/1899 11:57:57,471,1,47,1,32,57,0
12/30/1899 11:58:02,472,1,47,1,33,57,0
12/30/1899 11:58:07,473,1,48,1,33,57,0
12/30/1899 11:58:12,474,1,47,1,33,57,0
12/30/1899 11:58:17,474,1,48,1,33,57,0
12/30/1899 11:58:22,473,1,48,1,33,57,0
12/30/1899 11:58:27,474,1,47,1,33,57,0
12/30/1899 11:58:32,474,1,47,1,33,57,0
12/30/1899 11:58:37,474,1,47,1,33,57,0
12/30/1899 11:58:42,474,1,48,1,33,57,0
12/30/1899 11:58:47,474,1,47,1,33,57,0
12/30/1899 11:58:52,475,1,47,1,33,57,0
12/30/1899 11:58:57,475,1,47,1,33,57,0
12/30/1899 11:59:02,475,1,47,1,33,57,0
12/30/1899 11:59:07,475,1,47,1,33,57,0
12/30/1899 11:59:12,475,1,47,1,33,57,0
12/30/1899 11:59:17,473,1,47,1,33,57,0
12/30/1899 11:59:22,474,1,48,1,33,57,0
12/30/1899 11:59:27,474,1,47,1,33,57,0
12/30/1899 11:59:32,474,1,47,1,33,57,0
12/30/1899 11:59:37,474,1,47,1,33,57,0
12/30/1899 11:59:42,474,1,47,1,33,57,0
12/30/1899 11:59:47,474,1,47,1,33,57,0
12/30/1899 11:59:52,473,1,48,1,33,57,0
12/30/1899 11:59:57,472,1,48,1,33,57,0
12/30/1899 12:00:02,472,1,48,1,33,57,0
12/30/1899 12:00:07,473,1,48,1,33,57,0
12/30/1899 12:00:12,472,1,48,1,33,57,0
12/30/1899 12:00:17,472,1,48,1,33,57,0
12/30/1899 12:00:22,472,1,48,1,33,57,0
12/30/1899 12:00:27,470,1,48,1,33,57,0
12/30/1899 12:00:32,469,1,48,1,33,57,0
12/30/1899 12:00:37,468,1,48,1,33,57,0
12/30/1899 12:00:42,468,1,48,1,33,57,0
12/30/1899 12:00:47,468,1,48,1,33,57,0
12/30/1899 12:00:52,469,1,48,1,33,57,0
12/30/1899 12:00:57,468,1,48,1,33,57,0
12/30/1899 12:01:09,468,1,48,1,33,57,0
12/30/1899 12:01:14,468,1,48,1,33,57,0
12/30/1899 12:01:19,468,1,48,1,33,57,0
12/30/1899 12:01:24,468,1,48,1,33,57,0
12/30/1899 12:01:29,468,1,48,1,33,57,0
12/30/1899 12:01:34,468,1,48,1,33,57,0
12/30/1899 12:01:39,468,1,48,1,33,57,0
12/30/1899 12:01:44,468,1,48,1,33,57,0
12/30/1899 12:01:49,468,1,48,1,33,57,0
12/30/1899 12:01:54,468,1,48,1,33,57,0
12/30/1899 12:01:59,468,1,48,1,33,57,0
12/30/1899 12:02:04,467,1,48,1,33,57,0
12/30/1899 12:02:09,466,1,48,1,33,57,0
12/30/1899 12:02:14,466,1,48,1,33,57,0
12/30/1899 12:02:19,466,1,48,1,33,57,0
12/30/1899 12:02:24,466,1,47,1,33,57,0
12/30/1899 12:02:29,466,1,47,1,33,57,0
12/30/1899 12:02:34,466,1,47,1,33,57,0
12/30/1899 12:02:39,466,1,47,1,33,57,0
12/30/1899 12:02:44,467,1,48,1,33,57,0
12/30/1899 12:02:49,467,1,47,1,33,57,0
12/30/1899 12:02:54,467,1,47,1,33,57,0
12/30/1899 12:02:59,466,1,47,1,33,57,0
12/30/1899 12:03:04,466,1,47,1,33,57,0
12/30/1899 12:03:09,466,1,47,1,33,57,0
12/30/1899 12:03:14,466,1,47,1,33,57,0
12/30/1899 12:03:19,466,1,47,1,33,57,0
12/30/1899 12:03:24,466,1,47,1,33,57,0
12/30/1899 12:03:29,466,1,47,1,33,57,0
12/30/1899 12:03:34,465,1,47,1,33,57,0
12/30/1899 12:03:39,465,1,47,1,33,57,0
12/30/1899 12:03:44,465,1,47,1,33,57,0
12/30/1899 12:03:49,465,1,47,1,33,57,0
12/30/1899 12:03:54,464,1,47,1,32,57,0
12/30/1899 12:03:59,464,1,47,1,32,57,0
12/30/1899 12:04:04,463,1,47,1,32,57,0
12/30/1899 12:04:09,463,1,47,1,32,57,0
12/30/1899 12:04:14,463,1,47,1,32,57,0
12/30/1899 12:04:19,463,1,47,1,32,57,0
12/30/1899 12:04:24,462,1,47,1,32,57,0
12/30/1899 12:04:29,462,1,47,1,32,57,0
12/30/1899 12:04:34,462,1,47,1,32,57,0
12/30/1899 12:04:39,461,1,47,1,32,57,0
12/30/1899 12:04:44,461,1,47,1,32,57,0
12/30/1899 12:04:49,461,1,47,1,32,57,0
12/30/1899 12:04:54,461,1,47,1,32,57,0
12/30/1899 12:04:59,460,1,47,1,32,57,0
12/30/1899 12:05:04,457,1,47,1,32,57,0
12/30/1899 12:05:09,453,1,47,1,32,57,0
12/30/1899 12:05:14,454,1,47,1,32,57,0
12/30/1899 12:05:19,455,1,47,1,32,57,0
12/30/1899 12:05:24,452,1,47,1,32,57,0
12/30/1899 12:05:29,452,1,47,1,32,57,0
12/30/1899 12:05:34,447,1,47,1,32,57,0
12/30/1899 12:05:39,446,1,47,1,32,57,0
12/30/1899 12:05:44,446,1,47,1,32,57,0
12/30/1899 12:05:49,444,1,47,1,33,57,0
12/30/1899 12:05:54,443,1,47,1,33,57,0
12/30/1899 12:05:59,445,1,47,1,33,57,0
12/30/1899 12:06:04,446,1,47,1,33,57,0
12/30/1899 12:06:09,447,1,47,1,33,57,0
12/30/1899 12:06:14,448,1,47,1,33,57,0
12/30/1899 12:06:19,449,1,47,1,33,57,0
12/30/1899 12:06:24,449,1,47,1,33,57,0
12/30/1899 12:06:29,449,1,47,1,33,57,0
12/30/1899 12:06:34,448,1,47,1,33,57,0
12/30/1899 12:06:39,449,1,47,1,33,57,0
12/30/1899 12:06:44,448,1,47,1,33,57,0
12/30/1899 12:06:49,449,1,47,1,33,57,0
12/30/1899 12:06:54,448,1,47,1,33,57,0
12/30/1899 12:06:59,449,1,47,1,33,57,0
12/30/1899 12:07:04,450,1,47,1,33,57,0
12/30/1899 12:07:09,451,1,47,1,33,57,0
12/30/1899 12:07:14,447,1,47,1,33,57,0
12/30/1899 12:07:19,443,1,47,1,33,57,0
12/30/1899 12:07:24,446,1,48,1,33,57,0
12/30/1899 12:07:29,448,1,48,1,33,57,0
12/30/1899 12:07:34,450,1,48,1,33,57,0
12/30/1899 12:07:39,452,1,48,1,33,57,0
12/30/1899 12:07:44,454,1,48,1,33,57,0
12/30/1899 12:07:49,455,1,48,1,33,57,0
12/30/1899 12:07:54,456,1,48,1,33,57,0
12/30/1899 12:07:59,457,1,48,1,33,57,0
12/30/1899 12:08:04,459,1,50,1,33,57,0
12/30/1899 12:08:09,460,1,49,1,33,57,0
12/30/1899 12:08:14,460,1,50,1,33,57,0
12/30/1899 12:08:19,460,1,49,1,33,57,0
12/30/1899 12:08:24,460,1,49,1,33,57,0
12/30/1899 12:08:29,461,1,51,1,33,57,0
12/30/1899 12:08:34,463,1,53,1,33,57,0
12/30/1899 12:08:39,463,1,52,1,34,57,0
12/30/1899 12:08:44,462,1,53,1,34,57,0
12/30/1899 12:08:49,462,1,52,1,34,57,0
12/30/1899 12:08:54,463,1,53,1,34,57,0
12/30/1899 12:08:59,462,1,54,1,34,57,0
12/30/1899 12:09:04,462,1,54,1,34,57,0
12/30/1899 12:09:09,458,1,54,1,34,56,0
12/30/1899 12:09:14,447,1,55,1,34,56,0
12/30/1899 12:09:19,444,1,54,1,34,56,0
12/30/1899 12:09:24,449,1,54,1,34,56,0
12/30/1899 12:09:29,452,1,54,1,34,56,0
12/30/1899 12:09:34,454,1,54,1,34,56,0
12/30/1899 12:09:39,456,1,54,1,34,56,0
12/30/1899 12:09:44,457,1,54,1,34,56,0
12/30/1899 12:09:49,459,1,55,1,34,56,0
12/30/1899 12:09:54,459,1,54,1,34,56,0
12/30/1899 12:09:59,459,1,55,1,34,56,0
12/30/1899 12:10:04,460,1,55,1,34,56,0
12/30/1899 12:10:09,460,1,56,1,34,56,0
12/30/1899 12:10:14,460,1,56,1,34,56,0
12/30/1899 12:10:19,460,1,56,1,34,56,0
12/30/1899 12:10:24,460,1,56,1,34,56,0
12/30/1899 12:10:29,459,1,57,1,34,56,0
12/30/1899 12:10:34,459,1,58,1,34,56,0
12/30/1899 12:10:39,459,1,58,1,34,56,0
12/30/1899 12:10:44,460,1,58,1,34,56,0
12/30/1899 12:10:49,460,1,58,1,34,56,0
12/30/1899 12:10:54,459,1,57,1,34,56,0
12/30/1899 12:10:59,367,1,68,1,33,56,0
12/30/1899 12:11:04,387,1,67,1,33,56,0
12/30/1899 12:11:09,403,1,67,1,33,56,0
12/30/1899 12:11:14,411,1,67,1,33,56,0
12/30/1899 12:11:19,407,1,67,1,33,56,0
12/30/1899 12:11:24,407,1,68,1,33,56,0
12/30/1899 12:11:29,410,1,69,1,33,56,0
12/30/1899 12:11:34,411,1,72,1,33,56,0
12/30/1899 12:11:39,413,1,71,1,33,56,0
12/30/1899 12:11:44,414,1,71,1,33,56,0
12/30/1899 12:11:49,415,1,70,1,33,56,0
12/30/1899 12:11:54,415,1,70,1,33,56,0
12/30/1899 12:11:59,414,1,69,1,33,56,0
12/30/1899 12:13:35,414,1,69,1,33,56,0
12/30/1899 12:13:40,414,1,69,1,33,56,0
12/30/1899 12:13:45,414,1,69,1,33,56,0
12/30/1899 12:13:50,414,1,69,1,33,56,0
12/30/1899 12:13:55,415,1,69,1,33,56,0
12/30/1899 12:14:00,416,1,68,1,33,56,0
12/30/1899 12:14:05,413,1,68,1,33,56,0
12/30/1899 12:14:10,414,1,68,1,33,56,0
12/30/1899 12:14:15,415,1,68,1,33,56,0
12/30/1899 12:14:20,414,1,68,1,33,56,0
12/30/1899 12:14:25,413,1,68,1,32,56,0
12/30/1899 12:14:30,414,1,68,1,32,56,0
12/30/1899 12:14:35,412,1,67,1,32,56,0
12/30/1899 12:14:40,413,1,67,1,32,56,0
12/30/1899 12:14:45,412,1,67,1,32,56,0
12/30/1899 12:14:50,411,1,68,1,32,56,0
12/30/1899 12:14:55,413,1,67,1,32,56,0
12/30/1899 12:15:00,413,1,67,1,32,56,0
12/30/1899 12:15:05,414,1,67,1,32,56,0
12/30/1899 12:15:10,414,1,67,1,32,56,0
12/30/1899 12:15:15,416,1,67,1,32,56,0
12/30/1899 12:15:20,416,1,67,1,32,56,0
12/30/1899 12:15:25,416,1,67,1,32,56,0
12/30/1899 12:15:30,416,1,67,1,32,56,0
12/30/1899 12:15:35,416,1,67,1,32,56,0
12/30/1899 12:15:40,413,1,66,1,32,56,0
12/30/1899 12:15:45,412,1,65,1,32,56,0
12/30/1899 12:15:50,411,1,65,1,32,56,0
12/30/1899 12:15:55,411,1,65,1,32,56,0
12/30/1899 12:16:00,412,1,65,1,32,56,0
12/30/1899 12:16:05,412,1,65,1,32,56,0
12/30/1899 12:16:10,412,1,65,1,32,56,0
12/30/1899 12:16:15,413,1,65,1,32,56,0
12/30/1899 12:16:20,412,1,65,1,32,56,0
12/30/1899 12:16:25,413,1,65,1,32,56,0
12/30/1899 12:16:30,414,1,65,1,32,56,0
12/30/1899 12:16:35,415,1,65,1,32,56,0
12/30/1899 12:16:40,415,1,65,1,32,56,0
12/30/1899 12:16:45,417,1,65,1,32,56,0
12/30/1899 12:16:50,417,1,65,1,32,56,0
12/30/1899 12:16:55,417,1,65,1,32,56,0
12/30/1899 12:17:00,417,1,65,1,32,56,0
12/30/1899 12:17:05,417,1,65,1,32,56,0
12/30/1899 12:17:10,417,1,65,1,32,56,0
12/30/1899 12:17:15,417,1,65,1,32,56,0
12/30/1899 12:17:20,417,1,65,1,32,56,0
12/30/1899 12:17:25,416,1,65,1,32,56,0
12/30/1899 12:17:30,415,1,65,1,32,56,0
12/30/1899 12:17:35,414,1,65,1,32,56,0
12/30/1899 12:17:40,413,1,65,1,32,56,0
12/30/1899 12:17:45,422,1,66,1,32,56,0
12/30/1899 12:17:50,426,1,66,1,32,56,0
12/30/1899 12:17:55,428,1,65,1,32,56,0
12/30/1899 12:18:00,428,1,65,1,32,56,0
12/30/1899 12:18:05,431,1,65,1,32,56,0
12/30/1899 12:18:10,422,1,66,1,32,56,0
12/30/1899 12:18:15,407,1,66,1,32,56,0
12/30/1899 12:18:20,431,1,65,1,32,56,0
12/30/1899 12:18:25,434,1,68,1,32,56,0
12/30/1899 12:18:30,435,1,67,1,32,56,0
12/30/1899 12:18:35,437,1,67,1,32,56,0
12/30/1899 12:18:40,438,1,67,1,32,56,0
12/30/1899 12:18:45,440,1,65,1,32,56,0
12/30/1899 12:18:50,441,1,65,1,32,56,0
12/30/1899 12:18:55,441,1,66,1,32,56,0
12/30/1899 12:19:00,440,1,65,1,32,56,0
12/30/1899 12:20:02,440,1,66,1,32,56,0
12/30/1899 12:20:07,441,1,66,1,32,56,0
12/30/1899 12:20:12,442,1,65,1,32,56,0
12/30/1899 12:20:17,443,1,65,1,32,56,0
12/30/1899 14:47:10,438,1,69,1,31,56,0
12/30/1899 14:47:10,436,1,69,1,31,56,0
12/30/1899 14:47:11,436,1,69,1,31,56,0
12/30/1899 14:47:11,435,1,69,1,31,56,0
12/30/1899 14:47:12,435,1,69,1,31,56,0
12/30/1899 14:47:12,435,1,69,1,31,56,0
12/30/1899 14:47:13,433,1,69,1,31,56,0
12/30/1899 14:47:13,433,1,69,1,31,56,0
12/30/1899 14:47:14,433,1,71,1,31,56,0
12/30/1899 14:47:14,434,1,72,1,31,56,0
12/30/1899 14:47:15,432,1,74,1,31,56,0
12/30/1899 14:47:15,434,1,76,1,31,56,0
12/30/1899 14:47:16,433,1,73,1,31,56,0
12/30/1899 14:47:16,435,1,73,1,31,56,0
12/30/1899 14:47:17,436,1,74,1,31,56,0
12/30/1899 14:47:17,435,1,73,1,31,56,0
12/30/1899 14:47:18,435,1,73,1,31,56,0
12/30/1899 14:47:18,438,1,72,1,31,56,0
12/30/1899 14:47:19,438,1,72,1,31,56,0
12/30/1899 14:47:19,438,1,72,1,31,56,0
12/30/1899 14:47:20,427,1,73,1,31,56,0
12/30/1899 14:47:20,426,1,71,1,31,56,0
12/30/1899 14:47:21,436,1,73,1,31,56,0
12/30/1899 14:47:21,453,1,72,1,31,56,0
12/30/1899 14:47:22,416,1,70,1,31,56,0
12/30/1899 14:47:22,411,1,69,1,31,56,0
12/30/1899 14:47:23,414,1,70,1,31,56,0
12/30/1899 14:47:23,421,1,70,1,31,56,0
12/30/1899 14:47:24,418,1,70,1,31,56,0
12/30/1899 14:47:24,418,1,68,1,31,56,0
12/30/1899 14:47:25,419,1,70,1,31,56,0
12/30/1899 14:47:25,419,1,70,1,31,56,0
12/30/1899 14:47:26,417,1,70,1,31,56,0
12/30/1899 14:47:26,422,1,70,1,31,56,0
12/30/1899 14:47:27,416,1,69,1,31,56,0
12/30/1899 14:47:27,415,1,69,1,31,56,0
12/30/1899 14:47:28,417,1,68,1,31,56,0
12/30/1899 14:47:28,418,1,68,1,31,56,0
12/30/1899 14:47:29,420,1,68,1,31,56,0
12/30/1899 14:47:29,421,1,68,1,31,56,0
12/30/1899 14:47:30,427,1,68,1,31,56,0
12/30/1899 14:47:30,426,1,69,1,31,56,0
12/30/1899 14:47:31,425,1,68,1,31,56,0
12/30/1899 14:47:31,427,1,68,1,31,56,0
12/30/1899 14:47:32,428,1,68,1,31,56,0
12/30/1899 14:47:33,428,1,68,1,31,56,0
12/30/1899 14:47:33,433,1,68,1,31,56,0
12/30/1899 14:47:34,433,1,68,1,31,56,0
12/30/1899 14:47:34,431,1,68,1,31,56,0
12/30/1899 14:47:35,433,1,68,1,31,56,0
12/30/1899 14:47:35,435,1,69,1,31,56,0
12/30/1899 14:47:36,440,1,69,1,31,56,0
12/30/1899 14:47:36,438,1,69,1,31,56,0
12/30/1899 14:47:37,435,1,69,1,31,56,0
12/30/1899 14:47:37,430,1,69,1,31,56,0
12/30/1899 14:47:38,431,1,69,1,31,56,0
12/30/1899 14:47:38,431,1,69,1,31,56,0
12/30/1899 14:47:39,432,1,69,1,31,56,0
12/30/1899 14:47:39,430,1,69,1,31,56,0
12/30/1899 14:47:40,436,1,69,1,31,56,0
12/30/1899 14:47:40,434,1,69,1,31,56,0
12/30/1899 14:47:41,436,1,69,1,31,56,0
12/30/1899 14:47:41,435,1,69,1,31,56,0
12/30/1899 14:47:42,434,1,69,1,31,56,0
12/30/1899 14:47:42,429,1,69,1,31,56,0
12/30/1899 14:47:43,431,1,69,1,31,56,0
12/30/1899 14:47:43,432,1,69,1,31,56,0
12/30/1899 14:47:44,433,1,69,1,31,56,0
12/30/1899 14:47:44,428,1,69,1,31,56,0
